id
run_id
anonymous_id
context_campaign_content
context_campaign_expid
context_campaign_medium
context_campaign_name
context_campaign_referrer
context_campaign_source
context_campaign_swu
context_campaign_term
context_ip
context_library_name
context_library_version
context_page_path
context_page_referrer
context_page_search
context_page_title
context_page_url
context_user_agent
event
event_text
original_timestamp
received_at
sent_at
user_id
timestamp
context_campaign_utm
context_referrer_id
context_referrer_type
context_campaign_utm_campaign
context_campaign_utm_content
context_campaign_utm_medium
context_campaign_id
context_campaign_c
uuid_ts
context_integration_name
context_integration_version
context_traits_email
context_traits_avatar
context_traits_created_at
context_traits_name
context_traits_plan
context_quantcast
context_campaign_thumbnail
context_campaign_title
context_campaign_source2
context_campaign_nooverride
context_campaign_offer
context_campaign_soure
context_campaign_account
context_campaign_email
context_campaign_item
context_campaign_keyword
context_campaign_rec
context_campaign_campfxaign
context_campaign_admin
context_campaign_jobid
context_campaign_send
context_campaign_targeting
context_campaign_widget_id
context_campaign_boost_id
context_campaign_content_id
context_campaign_member
context_campaign_c1ampaign
context_campaign_oi
context_amp_id
context_campaign_medum
context_track_style_meta
context_locale
dt
